customer_id,first_purchase_date,last_purchase_date,orders,total_units,monetary_value,primary_country,recency_days,tenure_days,avg_order_value,r_score,f_score,m_score,rfm_score,rfm_segment
12399,2011-03-23 09:42:00,2011-08-12 13:15:00,4,1178,1108.65,Belgium,119,262,277.1625,2,4,4,244,At Risk
12401,2011-02-09 13:50:00,2011-02-09 13:50:00,1,11,84.3,Belgium,303,303,84.3,1,1,1,111,Hibernating
12402,2011-01-20 13:49:00,2011-01-20 13:49:00,1,94,225.6,Belgium,323,323,225.6,1,1,1,111,Hibernating
12403,2011-10-21 10:51:00,2011-10-21 10:51:00,1,96,427.7,Denmark,50,50,427.7,3,1,2,312,Need Attention
12405,2011-07-14 08:52:00,2011-07-14 08:52:00,1,857,1710.39,Finland,149,149,1710.39,2,1,4,214,Hibernating
12406,2011-06-09 10:23:00,2011-11-17 19:22:00,2,1818,3415.3,Denmark,22,184,1707.65,4,2,5,425,Potential Loyalists
12407,2011-03-20 13:21:00,2011-10-21 10:11:00,5,1416,1708.1200000000001,Belgium,50,264,341.624,3,4,4,344,Loyal Customers
12408,2011-03-24 14:46:00,2011-11-07 12:27:00,5,1409,2888.55,Belgium,33,260,577.71,3,4,5,345,Loyal Customers
12409,2011-06-10 12:19:00,2011-09-22 10:38:00,3,5551,11072.67,Switzerland,79,183,3690.89,2,3,5,235,At Risk
12410,2011-02-04 10:38:00,2011-02-04 10:39:00,2,211,693.3299999999999,Switzerland,309,309,346.66499999999996,1,2,3,123,Hibernating
12412,2011-06-23 13:51:00,2011-09-26 10:16:00,3,829,1226.88,Denmark,75,169,408.96000000000004,2,3,4,234,At Risk
12413,2011-01-06 16:12:00,2011-10-04 09:00:00,3,286,758.1,France,67,337,252.70000000000002,3,3,3,333,Need Attention
12414,2011-02-02 14:51:00,2011-05-06 14:51:00,3,300,562.41,Austria,217,310,187.47,1,3,3,133,At Risk
12415,2011-01-06 11:12:00,2011-11-15 14:22:00,21,77374,124914.53,Australia,24,338,5948.310952380953,4,5,5,455,Champions
12417,2010-12-17 11:51:00,2011-12-06 14:52:00,9,1552,3649.1,Belgium,3,358,405.4555555555555,5,5,5,555,Champions
12418,2011-08-19 11:08:00,2011-08-19 11:08:00,1,407,668.58,Switzerland,113,113,668.58,2,1,3,213,Hibernating
12420,2011-10-07 08:55:00,2011-10-07 08:55:00,1,345,600.39,Cyprus,64,64,600.39,3,1,3,313,Need Attention
12421,2011-01-24 15:09:00,2011-11-24 09:07:00,4,484,807.04,Spain,16,319,201.76,4,4,3,443,Loyal Customers
12422,2011-01-19 09:13:00,2011-09-05 09:48:00,3,370,803.5600000000001,Australia,96,325,267.85333333333335,2,3,3,233,At Risk
12423,2010-12-21 10:54:00,2011-12-09 10:10:00,8,1339,1859.31,Belgium,1,354,232.41375,5,5,4,554,Champions
12424,2011-06-30 12:06:00,2011-06-30 12:06:00,2,740,1760.96,Australia,163,163,880.48,2,2,4,224,Hibernating
12425,2011-09-22 17:31:00,2011-09-22 17:31:00,1,496,777.2,Portugal,78,78,777.2,2,1,3,213,Hibernating
12426,2011-05-29 12:26:00,2011-05-29 12:26:00,1,258,582.73,Germany,195,195,582.73,1,1,3,113,Hibernating
12427,2010-12-03 10:44:00,2011-11-18 08:56:00,3,533,825.8,Germany,22,372,275.26666666666665,4,3,3,433,Potential Loyalists
12428,2011-03-01 09:33:00,2011-11-14 08:22:00,9,3536,7956.46,Finland,26,284,884.0511111111111,4,5,5,455,Champions
12429,2010-12-09 12:05:00,2011-11-30 17:22:00,4,1557,3750.4,Denmark,9,366,937.6,5,4,5,545,Champions
12430,2011-10-27 15:09:00,2011-10-27 15:09:00,1,117,256.4,Norway,43,43,256.4,3,1,2,312,Need Attention
12431,2010-12-01 10:03:00,2011-11-04 11:55:00,15,2906,6487.45,Australia,36,374,432.49666666666667,3,5,5,355,Loyal Customers
12432,2011-06-20 13:27:00,2011-10-28 11:43:00,5,1801,5059.32,Norway,43,172,1011.8639999999999,3,4,5,345,Loyal Customers
12433,2010-12-01 13:24:00,2011-12-09 10:02:00,7,11071,13375.87,Norway,1,373,1910.8385714285716,5,5,5,555,Champions
12434,2011-03-24 13:05:00,2011-09-16 12:38:00,2,394,806.14,Australia,85,260,403.07,2,2,3,223,Hibernating
12435,2011-03-17 07:40:00,2011-09-21 09:06:00,2,2055,7829.89,Denmark,80,268,3914.945,2,2,5,225,Hibernating
12436,2011-09-01 12:09:00,2011-09-01 12:09:00,1,211,509.01,Norway,100,100,509.01,2,1,3,213,Hibernating
12437,2011-01-12 14:13:00,2011-12-08 11:35:00,18,2922,4951.41,France,2,331,275.0783333333333,5,5,5,555,Champions
12438,2011-07-22 13:29:00,2011-11-25 13:28:00,2,1180,2906.85,Norway,14,140,1453.425,4,2,5,425,Potential Loyalists
12441,2010-12-08 10:45:00,2010-12-08 10:45:00,1,121,173.55,France,367,367,173.55,1,1,1,111,Hibernating
12442,2011-12-06 14:22:00,2011-12-06 14:22:00,1,182,172.06,Spain,3,3,172.06,5,1,1,511,New Customers
12444,2011-06-21 14:00:00,2011-11-18 13:23:00,5,1153,5005.46,Norway,21,171,1001.092,4,4,5,445,Champions
12445,2011-11-17 18:43:00,2011-11-17 18:43:00,1,62,133.4,Spain,22,22,133.4,4,1,1,411,Promising
12446,2011-10-13 12:50:00,2011-10-13 12:50:00,1,351,1002.3100000000001,RSA,58,58,1002.3100000000001,3,1,4,314,Big Spenders
12447,2011-04-10 13:25:00,2011-04-10 13:25:00,1,190,476.49,Belgium,243,243,476.49,1,1,2,112,Hibernating
12448,2011-10-26 13:46:00,2011-10-26 13:46:00,1,243,449.45,Spain,44,44,449.45,3,1,2,312,Need Attention
12449,2011-06-05 15:37:00,2011-11-17 13:46:00,4,1553,4067.29,Belgium,22,187,1016.8225,4,4,5,445,Champions
12450,2011-06-19 14:36:00,2011-07-06 14:41:00,2,128,197.88,Spain,156,173,98.94,2,2,1,221,Hibernating
12451,2011-01-19 09:05:00,2011-11-29 08:40:00,5,6575,9035.52,Switzerland,11,325,1807.104,5,4,5,545,Champions
12452,2011-11-23 08:05:00,2011-11-23 10:28:00,2,185,430.57,Switzerland,17,17,215.285,4,2,2,422,Potential Loyalists
12453,2011-07-28 14:08:00,2011-07-28 14:08:00,1,473,707.09,Austria,134,134,707.09,2,1,3,213,Hibernating
12454,2011-10-14 17:13:00,2011-10-14 17:13:00,1,1006,3528.34,Spain,56,56,3528.34,3,1,5,315,Big Spenders
12455,2011-02-16 09:56:00,2011-09-27 15:31:00,6,2089,2466.86,Spain,73,297,411.1433333333334,2,4,5,245,At Risk
12456,2011-03-30 09:12:00,2011-10-26 14:41:00,3,1633,3181.04,Switzerland,44,255,1060.3466666666666,3,3,5,335,Big Spenders
12457,2011-04-14 18:57:00,2011-10-04 13:13:00,7,843,2363.23,Switzerland,66,239,337.6042857142857,3,5,5,355,Loyal Customers
12458,2011-02-28 10:55:00,2011-09-29 15:25:00,2,506,947.4,Switzerland,71,285,473.7,3,2,4,324,Big Spenders
12461,2011-07-08 10:23:00,2011-09-06 16:57:00,2,287,826.88,Switzerland,94,155,413.44,2,2,3,223,Hibernating
12462,2011-02-09 14:44:00,2011-11-21 09:11:00,2,536,1189.59,Spain,19,303,594.795,4,2,4,424,Potential Loyalists
12463,2011-04-12 12:47:00,2011-10-17 13:44:00,4,776,1344.78,Belgium,53,242,336.195,3,4,4,344,Loyal Customers
12464,2011-02-03 13:30:00,2011-11-29 13:33:00,8,112,1212.05,Belgium,10,309,151.50625,5,5,4,554,Champions
12465,2011-06-23 13:37:00,2011-11-22 16:34:00,2,479,742.1899999999999,Belgium,17,169,371.09499999999997,4,2,3,423,Potential Loyalists
12468,2011-01-27 13:29:00,2011-06-05 11:36:00,2,366,729.5400000000001,Germany,188,316,364.77000000000004,1,2,3,123,Hibernating
12471,2010-12-10 09:35:00,2011-12-07 15:43:00,30,8212,19824.05,Germany,2,365,660.8016666666666,5,5,5,555,Champions
12472,2010-12-05 14:19:00,2011-11-07 14:01:00,7,4148,6572.11,Germany,32,369,938.8728571428571,4,5,5,455,Champions
12473,2011-06-01 10:15:00,2011-11-10 13:46:00,5,2439,3938.5499999999997,Germany,29,192,787.7099999999999,4,4,5,445,Champions
12474,2011-01-14 10:06:00,2011-11-22 14:39:00,18,4847,7375.79,Germany,17,330,409.7661111111111,4,5,5,455,Champions
12475,2011-10-17 10:10:00,2011-10-17 10:10:00,1,535,723.38,Germany,54,54,723.38,3,1,3,313,Need Attention
12476,2010-12-13 14:39:00,2011-11-24 12:40:00,11,2408,6816.42,Germany,16,361,619.6745454545454,4,5,5,455,Champions
12477,2011-02-11 12:45:00,2011-11-17 09:51:00,6,3653,13219.74,Germany,23,302,2203.29,4,4,5,445,Champions
12478,2011-12-06 09:56:00,2011-12-06 09:56:00,1,236,680.99,Greece,4,4,680.99,5,1,3,513,New Customers
12479,2011-11-28 13:26:00,2011-11-28 13:26:00,1,385,527.2,Germany,11,11,527.2,5,1,3,513,New Customers
12480,2011-01-07 15:27:00,2011-11-11 14:52:00,4,1707,3281.63,Germany,28,336,820.4075,4,4,5,445,Champions
12481,2010-12-09 10:13:00,2011-11-17 08:29:00,10,3304,5596.32,Germany,23,366,559.632,4,5,5,455,Champions
12483,2011-01-04 14:20:00,2011-11-22 17:02:00,8,1110,2484.98,Sweden,17,339,310.6225,4,5,5,455,Champions
12484,2011-01-07 14:04:00,2011-11-07 11:37:00,6,2191,4541.72,Spain,33,336,756.9533333333334,3,4,5,345,Loyal Customers
12488,2011-09-25 10:34:00,2011-11-30 08:50:00,3,529,1298.66,France,10,76,432.8866666666667,5,3,4,534,Potential Loyalists
12489,2011-01-07 13:13:00,2011-01-07 13:13:00,1,105,334.93,France,336,336,334.93,1,1,2,112,Hibernating
12490,2011-01-14 09:13:00,2011-12-04 16:07:00,10,3064,5417.93,France,5,330,541.793,5,5,5,555,Champions
12491,2011-11-01 12:18:00,2011-11-01 12:18:00,1,260,460.40000000000003,France,39,39,460.40000000000003,3,1,2,312,Need Attention
12492,2011-08-26 14:51:00,2011-10-07 15:15:00,2,192,263.21000000000004,Germany,63,105,131.60500000000002,3,2,2,322,Need Attention
12493,2011-05-26 14:53:00,2011-06-27 10:17:00,2,207,433.74,France,166,197,216.87,2,2,2,222,Hibernating
12494,2010-12-09 11:31:00,2011-11-24 09:34:00,7,707,1246.1000000000001,France,16,366,178.01428571428573,4,5,4,454,Champions
12497,2011-09-19 12:29:00,2011-09-19 12:29:00,1,1236,1043.1,Germany,82,82,1043.1,2,1,4,214,Hibernating
12498,2011-10-13 09:30:00,2011-11-18 12:53:00,3,159,403.70000000000005,Germany,21,58,134.5666666666667,4,3,2,432,Potential Loyalists
12500,2011-01-10 09:48:00,2011-11-16 16:20:00,11,2678,4257.82,Germany,23,334,387.07454545454544,4,5,5,455,Champions
12501,2011-01-07 12:28:00,2011-01-07 12:28:00,1,1783,2169.39,Germany,337,337,2169.39,1,1,5,115,Hibernating
12502,2011-02-03 10:41:00,2011-09-05 11:52:00,5,820,3723.87,Spain,96,310,744.774,2,4,5,245,At Risk
12504,2011-11-09 14:56:00,2011-11-21 16:02:00,2,90,482.04999999999995,Germany,18,30,241.02499999999998,4,2,2,422,Potential Loyalists
12506,2011-04-21 08:54:00,2011-04-21 08:54:00,1,23,73.5,France,233,233,73.5,1,1,1,111,Hibernating
12507,2011-02-14 09:24:00,2011-07-28 17:09:00,3,894,1304.81,Spain,134,299,434.93666666666667,2,3,4,234,At Risk
12508,2011-11-10 16:27:00,2011-11-13 15:37:00,2,272,398.27,France,26,29,199.135,4,2,2,422,Potential Loyalists
12509,2011-02-28 14:45:00,2011-02-28 14:45:00,1,55,176.5,France,284,284,176.5,1,1,1,111,Hibernating
12510,2011-01-18 14:04:00,2011-07-20 10:15:00,2,353,982.5699999999999,Spain,143,325,491.28499999999997,2,2,4,224,Hibernating
12512,2011-10-04 14:53:00,2011-10-04 14:55:00,2,99,138.03,Israel,66,66,69.015,3,2,1,321,Need Attention
12513,2011-08-19 10:51:00,2011-08-19 10:51:00,1,462,612.29,France,113,113,612.29,2,1,3,213,Hibernating
12514,2011-03-17 16:38:00,2011-03-17 16:38:00,1,440,1017.68,Italy,267,267,1017.68,1,1,4,114,Hibernating
12515,2010-12-21 15:43:00,2010-12-21 15:43:00,1,131,383.7,Italy,353,353,383.7,1,1,2,112,Hibernating
12516,2011-06-12 11:37:00,2011-09-23 09:13:00,2,875,1312.06,Germany,78,181,656.03,2,2,4,224,Hibernating
12517,2011-06-02 15:13:00,2011-11-11 14:04:00,5,1371,2502.84,Germany,28,190,500.56800000000004,4,4,5,445,Champions
12518,2011-08-21 13:18:00,2011-12-09 10:13:00,5,1318,2056.89,Germany,1,110,411.378,5,4,4,544,Champions
12519,2011-10-07 09:26:00,2011-10-07 09:26:00,1,183,340.84,Germany,64,64,340.84,3,1,2,312,Need Attention
12520,2011-03-11 11:35:00,2011-09-21 15:23:00,5,1439,2634.26,Germany,79,274,526.8520000000001,2,4,5,245,At Risk
12521,2011-07-20 10:51:00,2011-07-20 10:51:00,1,309,599.68,Germany,143,143,599.68,2,1,3,213,Hibernating
12522,2011-10-19 14:41:00,2011-10-31 15:30:00,2,194,192.72,Germany,39,51,96.36,3,2,1,321,Need Attention
12523,2011-01-12 09:43:00,2011-11-20 12:55:00,11,865,1789.77,France,19,332,162.70636363636365,4,5,4,454,Champions
12524,2011-01-10 10:35:00,2011-11-30 15:31:00,8,3699,4485.72,Germany,9,334,560.715,5,5,5,555,Champions
12526,2011-09-06 14:19:00,2011-12-09 12:09:00,3,632,1316.66,Germany,1,94,438.8866666666667,5,3,4,534,Potential Loyalists
12527,2011-01-18 12:05:00,2011-09-19 11:55:00,3,234,348.71000000000004,Germany,82,326,116.23666666666668,2,3,2,232,Promising
12528,2011-01-31 09:05:00,2011-11-30 14:40:00,6,756,1933.48,Germany,9,313,322.24666666666667,5,5,4,554,Champions
12530,2011-01-07 10:04:00,2011-10-11 12:34:00,4,913,1662.28,Germany,60,337,415.57,3,4,4,344,Loyal Customers
12531,2011-11-25 11:12:00,2011-11-25 11:12:00,1,45,125.22,Germany,15,15,125.22,4,1,1,411,Promising
12532,2011-11-09 13:47:00,2011-11-09 13:47:00,1,153,349.83000000000004,France,30,30,349.83000000000004,4,1,2,412,Promising
12534,2011-08-01 10:26:00,2011-08-01 10:26:00,1,651,1089.18,Germany,131,131,1089.18,2,1,4,214,Hibernating
12535,2011-06-06 12:47:00,2011-09-09 08:48:00,2,219,716.35,France,92,187,358.175,2,2,3,223,Hibernating
12536,2011-10-11 14:52:00,2011-10-27 14:20:00,3,2803,12601.830000000002,France,43,59,4200.610000000001,3,3,5,335,Big Spenders
12538,2011-11-10 17:16:00,2011-11-10 17:16:00,1,191,363.95,Spain,29,29,363.95,4,1,2,412,Promising
12539,2011-01-10 09:11:00,2011-11-17 13:30:00,4,2067,5568.35,Spain,22,334,1392.0875,4,4,5,445,Champions
12540,2010-12-13 09:39:00,2011-11-20 11:31:00,17,6685,13400.24,Spain,20,362,788.2494117647059,4,5,5,455,Champions
12541,2011-03-04 09:32:00,2011-11-10 10:40:00,3,680,981.18,Spain,30,281,327.06,4,3,4,434,Potential Loyalists
12544,2011-11-03 16:15:00,2011-11-03 16:15:00,1,136,372.7,Spain,36,36,372.7,3,1,2,312,Need Attention
12545,2011-03-25 12:04:00,2011-09-25 13:39:00,2,523,1000.39,Spain,75,260,500.195,2,2,4,224,Hibernating
12546,2011-09-23 09:44:00,2011-10-24 12:09:00,2,633,1161.5,Spain,47,78,580.75,3,2,4,324,Big Spenders
12547,2011-03-04 12:46:00,2011-05-26 12:38:00,2,134,207.79999999999998,Spain,198,281,103.89999999999999,1,2,1,121,Hibernating
12548,2011-06-26 15:35:00,2011-06-26 15:35:00,1,49,95.19999999999999,Spain,166,166,95.19999999999999,2,1,1,211,Hibernating
12550,2011-09-21 14:35:00,2011-09-21 14:35:00,1,569,964.83,Spain,79,79,964.83,2,1,4,214,Hibernating
12551,2010-12-17 11:23:00,2010-12-17 11:23:00,1,100,168.0,Spain,358,358,168.0,1,1,1,111,Hibernating
12552,2011-10-31 12:11:00,2011-11-01 10:02:00,2,88,437.82,Italy,39,40,218.91,3,2,2,322,Need Attention
12553,2011-01-14 10:42:00,2011-12-01 16:38:00,10,1965,3692.28,France,8,330,369.228,5,5,5,555,Champions
12556,2011-07-11 13:35:00,2011-10-20 13:06:00,2,358,603.71,Spain,50,151,301.855,3,2,3,323,Need Attention
12557,2010-12-03 12:20:00,2011-11-23 16:59:00,5,4384,11990.960000000001,Spain,16,372,2398.192,4,4,5,445,Champions
12558,2011-12-02 10:41:00,2011-12-02 10:41:00,1,196,269.96,USA,8,8,269.96,5,1,2,512,New Customers
12559,2011-01-24 10:12:00,2011-02-02 09:49:00,2,283,561.71,Germany,311,320,280.855,1,2,3,123,Hibernating
12560,2011-07-19 15:55:00,2011-12-04 13:54:00,3,1110,2134.01,Germany,5,143,711.3366666666667,5,3,5,535,Potential Loyalists
12561,2011-02-10 11:39:00,2011-02-10 11:39:00,1,177,238.85,Germany,303,303,238.85,1,1,1,111,Hibernating
12562,2011-05-25 12:44:00,2011-12-01 17:20:00,7,1779,3781.7400000000002,France,8,199,540.2485714285715,5,5,5,555,Champions
12564,2011-03-23 14:55:00,2011-03-23 14:55:00,1,133,456.9,France,261,261,456.9,1,1,2,112,Hibernating
12565,2011-02-24 10:34:00,2011-02-24 10:34:00,1,80,145.92,Saudi Arabia,289,289,145.92,1,1,1,111,Hibernating
12566,2011-09-14 14:30:00,2011-09-14 14:30:00,1,265,351.65,Germany,86,86,351.65,2,1,2,212,Hibernating
12567,2010-12-05 11:57:00,2011-11-17 11:02:00,10,4305,9401.28,France,23,370,940.128,4,5,5,455,Champions
12569,2011-04-01 13:47:00,2011-12-07 16:24:00,32,1801,4124.69,Germany,2,252,128.8965625,5,5,5,555,Champions
12571,2011-08-10 12:35:00,2011-10-31 10:19:00,2,523,519.61,France,40,122,259.805,3,2,3,323,Need Attention
12572,2011-10-19 08:20:00,2011-12-01 09:20:00,2,452,1020.42,Germany,9,52,510.21,5,2,4,524,Potential Loyalists
12573,2011-04-26 15:52:00,2011-04-26 15:52:00,1,84,160.54000000000002,France,227,227,160.54000000000002,1,1,1,111,Hibernating
12574,2011-01-28 09:20:00,2011-01-28 09:20:00,1,61,218.45,France,316,316,218.45,1,1,1,111,Hibernating
12576,2011-02-08 11:31:00,2011-11-04 10:11:00,5,967,1315.83,Poland,36,305,263.166,3,4,4,344,Loyal Customers
12577,2010-12-15 16:21:00,2011-11-04 13:24:00,3,472,657.8,France,35,359,219.26666666666665,3,3,3,333,Need Attention
12578,2011-01-13 15:34:00,2011-11-18 13:30:00,2,1196,2794.51,Italy,21,330,1397.255,4,2,5,425,Potential Loyalists
12579,2011-09-22 17:15:00,2011-09-22 17:15:00,1,285,440.42,France,78,78,440.42,2,1,2,212,Hibernating
12580,2011-04-07 10:24:00,2011-04-07 10:24:00,1,238,415.7,Germany,247,247,415.7,1,1,2,112,Hibernating
12581,2011-10-31 08:56:00,2011-10-31 08:56:00,1,161,197.71,Germany,40,40,197.71,3,1,1,311,Need Attention
12582,2011-02-24 11:42:00,2011-04-15 08:45:00,2,300,511.36,Finland,239,289,255.68,1,2,3,123,Hibernating
12583,2010-12-01 08:45:00,2011-12-07 08:07:00,15,5060,7281.38,France,3,374,485.42533333333336,5,5,5,555,Champions
12584,2011-03-04 15:15:00,2011-12-06 09:35:00,9,416,2338.15,Italy,4,280,259.7944444444445,5,5,5,555,Champions
12585,2010-12-23 12:58:00,2011-04-19 13:39:00,2,1279,2040.1,Germany,234,351,1020.05,1,2,4,124,Hibernating
12586,2011-11-22 16:24:00,2011-11-22 16:24:00,1,79,196.94000000000003,Italy,17,17,196.94000000000003,4,1,1,411,Promising
12587,2011-12-02 12:47:00,2011-12-02 12:47:00,1,51,144.0,Finland,8,8,144.0,5,1,1,511,New Customers
12588,2011-10-31 15:01:00,2011-10-31 15:01:00,1,53,214.89999999999998,Finland,39,39,214.89999999999998,3,1,1,311,Need Attention
12589,2011-07-18 12:05:00,2011-11-11 10:19:00,2,306,646.68,France,29,145,323.34,4,2,3,423,Potential Loyalists
12590,2011-05-12 14:46:00,2011-05-12 14:52:00,2,4283,9864.26,Germany,211,211,4932.13,1,2,5,125,Hibernating
12591,2011-01-26 14:35:00,2011-01-26 14:35:00,1,228,452.84999999999997,Italy,317,317,452.84999999999997,1,1,2,112,Hibernating
12592,2011-05-10 13:44:00,2011-09-08 15:04:00,2,290,437.6,Germany,92,213,218.8,2,2,2,222,Hibernating
12593,2011-05-05 09:29:00,2011-08-23 12:43:00,3,206,418.09999999999997,France,109,219,139.36666666666665,2,3,2,232,Promising
12594,2011-01-21 09:52:00,2011-11-02 12:20:00,10,1777,3338.2200000000003,Italy,38,323,333.822,3,5,5,355,Loyal Customers
12596,2011-04-11 13:22:00,2011-10-19 13:02:00,2,474,618.27,Spain,51,242,309.135,3,2,3,323,Need Attention
12597,2011-03-16 14:00:00,2011-11-20 13:33:00,4,2236,3811.22,Spain,19,268,952.805,4,4,5,445,Champions
12598,2011-02-28 11:58:00,2011-11-30 12:18:00,8,1964,3023.08,France,10,285,377.885,5,5,5,555,Champions
12599,2011-02-08 13:28:00,2011-11-10 13:34:00,7,956,1032.58,France,29,304,147.51142857142855,4,5,4,454,Champions
12600,2010-12-03 12:57:00,2011-11-11 10:29:00,10,774,2599.04,Germany,29,371,259.904,4,5,5,455,Champions
12601,2011-01-11 10:38:00,2011-06-03 10:17:00,5,245,577.0600000000001,Germany,190,333,115.412,1,4,3,143,At Risk
12602,2011-10-12 11:22:00,2011-10-12 11:22:00,1,162,153.12,France,59,59,153.12,3,1,1,311,Need Attention
12603,2011-11-18 10:42:00,2011-11-18 10:42:00,1,63,739.1999999999999,Germany,22,22,739.1999999999999,4,1,3,413,Promising
12604,2011-03-23 12:06:00,2011-09-21 14:08:00,2,201,254.18,France,79,262,127.09,2,2,2,222,Hibernating
