customer_id,first_purchase_date,last_purchase_date,orders,total_units,monetary_value,primary_country,recency_days,tenure_days,avg_order_value,r_score,f_score,m_score,rfm_score,rfm_segment,customer_lifetime_value,purchase_frequency
14298,2010-12-14 12:59:00,2011-12-01 13:12:00,44,58343,51527.3,United Kingdom,8,360,1171.075,5,5,5,555,Champions,51527.3,44
14088,2011-01-21 13:07:00,2011-11-29 16:16:00,13,12665,50491.81,United Kingdom,10,322,3883.9853846153846,5,5,5,555,Champions,50491.81,13
15749,2011-01-11 12:55:00,2011-04-18 13:20:00,3,18028,44534.3,United Kingdom,235,332,14844.766666666668,1,3,5,135,At Risk,44534.3,3
12931,2010-12-17 09:45:00,2011-11-18 12:39:00,15,28004,42055.96,United Kingdom,22,358,2803.730666666667,4,5,5,455,Champions,42055.96,15
17841,2010-12-01 14:41:00,2011-12-08 12:07:00,124,23071,40991.57,United Kingdom,2,373,330.5771774193548,5,5,5,555,Champions,40991.57,124
15098,2011-06-10 15:22:00,2011-06-10 15:33:00,3,121,39916.5,United Kingdom,182,182,13305.5,1,3,5,135,At Risk,39916.5,3
13798,2010-12-02 17:24:00,2011-12-08 15:51:00,57,23948,37153.85,United Kingdom,1,372,651.8219298245614,5,5,5,555,Champions,37153.85,57
16013,2010-12-03 13:09:00,2011-12-06 10:36:00,47,15536,37130.6,United Kingdom,4,371,790.0127659574467,5,5,5,555,Champions,37130.6,47
16422,2010-12-05 15:35:00,2011-11-22 14:00:00,51,33704,34684.4,United Kingdom,17,369,680.086274509804,4,5,5,455,Champions,34684.4,51
12748,2010-12-01 12:48:00,2011-12-09 12:20:00,209,25747,33719.73,United Kingdom,1,374,161.3384210526316,5,5,5,555,Champions,33719.73,209
15838,2010-12-07 11:26:00,2011-11-28 14:00:00,19,18368,33643.08,United Kingdom,11,368,1770.6884210526316,5,5,5,555,Champions,33643.08,19
17404,2010-12-14 13:28:00,2011-12-05 16:26:00,15,32748,31906.82,Sweden,4,360,2127.121333333333,5,5,5,555,Champions,31906.82,15
17389,2011-01-12 15:48:00,2011-12-09 09:38:00,34,7612,31833.68,United Kingdom,1,331,936.2847058823528,5,5,5,555,Champions,31833.68,34
13098,2011-01-26 13:46:00,2011-12-08 14:14:00,28,15968,28882.44,United Kingdom,1,317,1031.5157142857142,5,5,5,555,Champions,28882.44,28
14680,2010-12-03 12:05:00,2011-11-14 16:59:00,16,13476,28754.11,United Kingdom,25,372,1797.131875,4,5,5,455,Champions,28754.11,16
13081,2010-12-03 17:20:00,2011-11-28 10:54:00,11,19068,28337.38,United Kingdom,12,371,2576.1254545454544,5,5,5,555,Champions,28337.38,11
13408,2010-12-01 10:39:00,2011-12-08 09:05:00,62,16232,28117.04,United Kingdom,2,374,453.5006451612903,5,5,5,555,Champions,28117.04,62
17857,2010-12-09 11:35:00,2011-12-05 13:13:00,23,19256,26879.04,United Kingdom,4,366,1168.6539130434785,5,5,5,555,Champions,26879.04,23
16333,2011-02-03 10:50:00,2011-12-02 12:19:00,22,32184,26626.8,United Kingdom,8,310,1210.3090909090909,5,5,5,555,Champions,26626.8,22
13777,2010-12-01 16:01:00,2011-12-09 12:25:00,33,12897,25977.16,United Kingdom,1,373,787.1866666666666,5,5,5,555,Champions,25977.16,33
12753,2010-12-12 11:44:00,2011-11-17 10:52:00,6,11421,21429.39,Japan,23,363,3571.565,4,5,5,455,Champions,21429.39,6
12744,2011-01-25 13:26:00,2011-10-19 11:18:00,7,5241,21279.29,Singapore,52,318,3039.898571428572,3,5,5,355,Loyal Customers,21279.29,7
16210,2010-12-01 12:27:00,2011-12-08 12:36:00,18,7559,21086.3,United Kingdom,2,374,1171.461111111111,5,5,5,555,Champions,21086.3,18
17675,2010-12-07 13:22:00,2011-12-08 18:03:00,31,8360,20374.28,United Kingdom,1,367,657.2348387096774,5,5,5,555,Champions,20374.28,31
17381,2010-12-02 12:58:00,2011-12-01 11:59:00,29,25649,20275.61,United Kingdom,9,372,699.1589655172414,5,5,5,555,Champions,20275.61,29
15039,2010-12-06 11:26:00,2011-11-30 11:31:00,47,9209,19914.44,United Kingdom,10,369,423.7114893617021,5,5,5,555,Champions,19914.44,47
12471,2010-12-10 09:35:00,2011-12-07 15:43:00,30,8212,19824.05,Germany,2,365,660.8016666666666,5,5,5,555,Champions,19824.05,30
12731,2010-12-10 10:56:00,2011-11-16 11:59:00,12,8437,18895.91,France,24,365,1574.6591666666666,4,5,5,455,Champions,18895.91,12
15159,2010-12-13 15:44:00,2011-12-08 12:05:00,30,11441,18641.01,United Kingdom,2,361,621.3670000000001,5,5,5,555,Champions,18641.01,30
12901,2011-03-14 10:41:00,2011-12-01 10:07:00,28,23075,17654.54,United Kingdom,9,271,630.5192857142857,5,5,5,555,Champions,17654.54,28
12678,2010-12-21 11:00:00,2011-10-28 13:04:00,12,10923,17628.46,France,42,354,1469.0383333333332,3,5,5,355,Loyal Customers,17628.46,12
14031,2010-12-02 16:34:00,2011-12-02 17:13:00,19,5788,17286.86,United Kingdom,7,372,909.8347368421051,5,5,5,555,Champions,17286.86,19
17428,2010-12-06 09:37:00,2011-12-09 09:45:00,28,9474,17256.85,United Kingdom,1,369,616.3160714285714,5,5,5,555,Champions,17256.85,28
13767,2010-12-01 10:47:00,2011-12-07 15:00:00,37,7322,17220.36,United Kingdom,2,374,465.41513513513513,5,5,5,555,Champions,17220.36,37
13881,2011-02-01 10:14:00,2011-12-06 12:50:00,20,10118,17159.52,United Kingdom,4,312,857.976,5,5,5,555,Champions,17159.52,20
16839,2010-12-05 11:15:00,2011-12-01 09:03:00,34,8975,16594.35,United Kingdom,9,370,488.0691176470588,5,5,5,555,Champions,16594.35,34
12921,2010-12-01 15:06:00,2011-11-30 16:22:00,37,9526,16587.09,United Kingdom,9,373,448.2997297297297,5,5,5,555,Champions,16587.09,37
14607,2011-03-23 15:22:00,2011-11-24 10:35:00,14,11766,16569.5,United Kingdom,16,261,1183.5357142857142,4,5,5,455,Champions,16569.5,14
15856,2010-12-09 13:34:00,2011-12-05 17:09:00,27,11005,16387.57,United Kingdom,4,365,606.947037037037,5,5,5,555,Champions,16387.57,27
17677,2010-12-06 08:42:00,2011-12-08 09:56:00,30,9775,16363.23,United Kingdom,2,369,545.441,5,5,5,555,Champions,16363.23,30
15189,2011-01-11 12:29:00,2011-12-08 13:22:00,41,6149,16225.39,United Kingdom,1,333,395.74121951219513,5,5,5,555,Champions,16225.39,41
14051,2010-12-08 12:49:00,2011-12-09 10:20:00,23,3756,15610.39,United Kingdom,1,367,678.7126086956522,5,5,5,555,Champions,15610.39,23
15513,2010-12-01 11:22:00,2011-11-06 14:36:00,19,5709,14758.22,United Kingdom,33,374,776.7484210526317,3,5,5,355,Loyal Customers,14758.22,19
16133,2011-01-25 15:55:00,2011-12-06 11:24:00,33,8887,14589.04,United Kingdom,4,318,442.0921212121213,5,5,5,555,Champions,14589.04,33
14866,2010-12-08 14:58:00,2011-11-29 11:45:00,12,6752,14389.9,United Kingdom,11,366,1199.1583333333333,5,5,5,555,Champions,14389.9,12
16705,2010-12-16 10:51:00,2011-12-09 12:08:00,20,5476,14034.99,United Kingdom,1,359,701.7495,5,5,5,555,Champions,14034.99,20
12681,2010-12-07 10:08:00,2011-11-25 11:33:00,22,7536,13787.54,France,15,368,626.7063636363637,4,5,5,455,Champions,13787.54,22
12621,2010-12-09 10:16:00,2011-12-08 11:25:00,20,7440,13689.67,Germany,2,366,684.4835,5,5,5,555,Champions,13689.67,20
12540,2010-12-13 09:39:00,2011-11-20 11:31:00,17,6685,13400.24,Spain,20,362,788.2494117647059,4,5,5,455,Champions,13400.24,17
12433,2010-12-01 13:24:00,2011-12-09 10:02:00,7,11071,13375.87,Norway,1,373,1910.838571428572,5,5,5,555,Champions,13375.87,7
15498,2010-12-08 12:29:00,2011-12-07 12:48:00,27,6105,13316.4,United Kingdom,3,367,493.2,5,5,5,555,Champions,13316.4,27
12477,2011-02-11 12:45:00,2011-11-17 09:51:00,6,3653,13219.74,Germany,23,302,2203.29,4,4,5,445,Champions,13219.74,6
17735,2010-12-07 10:32:00,2011-12-07 16:47:00,19,8439,13110.02,United Kingdom,2,368,690.001052631579,5,5,5,555,Champions,13110.02,19
16525,2010-12-08 11:31:00,2011-12-07 15:07:00,26,7397,13027.45,United Kingdom,2,367,501.0557692307693,5,5,5,555,Champions,13027.45,26
14258,2011-01-06 12:18:00,2011-11-30 15:27:00,9,7100,12669.98,United Kingdom,9,338,1407.7755555555557,5,5,5,555,Champions,12669.98,9
13078,2010-12-08 09:07:00,2011-12-06 15:36:00,26,5630,12627.94,United Kingdom,3,367,485.69,5,5,5,555,Champions,12627.94,26
12536,2011-10-11 14:52:00,2011-10-27 14:20:00,3,2803,12601.830000000002,France,43,59,4200.610000000001,3,3,5,335,Big Spenders,12601.830000000002,3
15640,2010-12-02 15:40:00,2011-12-05 14:35:00,15,6607,12515.66,United Kingdom,4,372,834.3773333333334,5,5,5,555,Champions,12515.66,15
16000,2011-12-07 12:14:00,2011-12-07 12:17:00,3,5110,12393.7,United Kingdom,3,3,4131.233333333334,5,4,5,545,Champions,12393.7,3
17340,2010-12-08 15:56:00,2011-11-10 10:45:00,11,5967,12353.29,United Kingdom,30,366,1123.0263636363636,4,5,5,455,Champions,12353.29,11
12682,2010-12-03 13:59:00,2011-12-06 10:00:00,31,5575,12288.22,France,4,371,396.3941935483871,5,5,5,555,Champions,12288.22,31
13113,2010-12-08 13:21:00,2011-12-09 12:49:00,24,3045,12245.96,United Kingdom,1,366,510.2483333333334,5,5,5,555,Champions,12245.96,24
14606,2010-12-01 16:57:00,2011-12-08 19:28:00,93,6224,12156.65,United Kingdom,1,373,130.71666666666667,5,5,5,555,Champions,12156.65,93
12557,2010-12-03 12:20:00,2011-11-23 16:59:00,5,4384,11990.96,Spain,16,372,2398.192,4,4,5,445,Champions,11990.96,5
12939,2011-01-09 11:20:00,2011-10-06 14:33:00,8,4876,11581.8,United Kingdom,64,335,1447.725,3,5,5,355,Loyal Customers,11581.8,8
15125,2011-03-14 09:59:00,2011-11-14 13:57:00,15,6193,11528.48,United Kingdom,25,271,768.5653333333333,4,5,5,455,Champions,11528.48,15
14194,2011-02-04 14:51:00,2011-12-05 10:38:00,21,5840,11349.52,United Kingdom,5,308,540.4533333333334,5,5,5,555,Champions,11349.52,21
12971,2010-12-02 16:42:00,2011-12-06 12:20:00,86,9289,11189.91,United Kingdom,4,372,130.11523255813952,5,5,5,555,Champions,11189.91,86
14895,2011-02-22 13:08:00,2011-12-02 09:23:00,20,4851,11138.71,United Kingdom,8,290,556.9355,5,5,5,555,Champions,11138.71,20
12409,2011-06-10 12:19:00,2011-09-22 10:38:00,3,5551,11072.67,Switzerland,79,183,3690.89,2,3,5,235,At Risk,11072.67,3
15482,2010-12-16 10:08:00,2011-11-24 10:46:00,12,5020,11054.96,United Kingdom,16,359,921.2466666666666,4,5,5,455,Champions,11054.96,12
17581,2010-12-02 14:47:00,2011-12-09 12:21:00,25,5927,11045.04,United Kingdom,1,372,441.8016,5,5,5,555,Champions,11045.04,25
13319,2010-12-09 10:04:00,2011-12-04 13:34:00,26,4724,10845.55,United Kingdom,5,366,417.1365384615385,5,5,5,555,Champions,10845.55,26
17107,2011-03-06 15:17:00,2011-11-06 14:14:00,6,4837,10815.43,United Kingdom,33,278,1802.5716666666667,3,5,5,355,Loyal Customers,10815.43,6
13340,2011-03-08 11:39:00,2011-10-25 13:15:00,7,5770,10736.48,United Kingdom,45,277,1533.782857142857,3,5,5,355,Loyal Customers,10736.48,7
14769,2010-12-17 11:40:00,2011-12-07 10:24:00,8,7436,10674.75,United Kingdom,3,358,1334.34375,5,5,5,555,Champions,10674.75,8
17139,2011-02-24 09:32:00,2011-11-24 10:12:00,12,5182,10668.47,United Kingdom,16,289,889.0391666666666,4,5,5,455,Champions,10668.47,12
16779,2010-12-08 09:56:00,2011-12-07 14:54:00,22,5325,10629.72,United Kingdom,2,367,483.169090909091,5,5,5,555,Champions,10629.72,22
17865,2010-12-10 14:53:00,2011-11-09 12:08:00,20,5757,10526.32,United Kingdom,31,364,526.316,4,5,5,455,Champions,10526.32,20
17706,2010-12-08 11:02:00,2011-12-05 13:34:00,17,3899,10504.49,United Kingdom,4,367,617.9111764705882,5,5,5,555,Champions,10504.49,17
15251,2011-04-12 10:38:00,2011-11-30 15:02:00,11,6171,10484.99,United Kingdom,9,242,953.180909090909,5,5,5,555,Champions,10484.99,11
14062,2010-12-10 15:56:00,2011-11-30 10:04:00,12,5593,10464.85,United Kingdom,10,364,872.0708333333333,5,5,5,555,Champions,10464.85,12
15615,2010-12-15 16:21:00,2011-11-29 14:42:00,23,5508,10399.74,United Kingdom,10,359,452.1626086956522,5,5,5,555,Champions,10399.74,23
15502,2010-12-05 15:40:00,2011-11-24 12:48:00,12,4236,10384.93,United Kingdom,16,369,865.4108333333334,4,5,5,455,Champions,10384.93,12
16180,2011-04-01 10:23:00,2011-08-31 16:28:00,8,5867,10254.18,United Kingdom,100,253,1281.7725,2,5,5,255,At Risk,10254.18,8
16843,2011-01-16 16:10:00,2011-10-28 09:06:00,16,10159,10196.57,United Kingdom,43,327,637.285625,3,5,5,355,Loyal Customers,10196.57,16
12590,2011-05-12 14:46:00,2011-05-12 14:52:00,2,4283,9864.26,Germany,211,211,4932.13,1,2,5,125,Hibernating,9864.26,2
13001,2011-01-17 12:45:00,2011-12-05 14:51:00,13,5505,9818.82,United Kingdom,4,327,755.2938461538462,5,5,5,555,Champions,9818.82,13
13199,2010-12-08 10:51:00,2011-12-06 12:30:00,38,6176,9817.12,United Kingdom,4,367,258.34526315789475,5,5,5,555,Champions,9817.12,38
15078,2010-12-06 12:38:00,2011-12-02 15:41:00,32,5105,9743.11,United Kingdom,7,369,304.4721875,5,5,5,555,Champions,9743.11,32
12709,2010-12-08 09:49:00,2011-11-24 15:38:00,15,3936,9736.52,Germany,15,367,649.1013333333334,4,5,5,455,Champions,9736.52,15
13458,2010-12-15 12:05:00,2011-12-02 15:29:00,14,5508,9646.57,United Kingdom,7,360,689.0407142857142,5,5,5,555,Champions,9646.57,14
14733,2010-12-07 11:30:00,2011-11-23 15:39:00,12,3764,9585.91,United Kingdom,16,368,798.8258333333333,4,5,5,455,Champions,9585.91,12
16523,2011-01-28 12:06:00,2011-12-08 09:06:00,21,4265,9418.47,United Kingdom,2,316,448.4985714285715,5,5,5,555,Champions,9418.47,21
12567,2010-12-05 11:57:00,2011-11-17 11:02:00,10,4305,9401.28,France,23,370,940.128,4,5,5,455,Champions,9401.28,10
14367,2011-03-08 14:12:00,2011-12-01 13:19:00,16,4438,9261.52,United Kingdom,8,276,578.845,5,5,5,555,Champions,9261.52,16
14667,2010-12-06 13:13:00,2011-11-29 11:30:00,25,5385,9241.2,United Kingdom,11,368,369.648,5,5,5,555,Champions,9241.2,25
18092,2010-12-09 10:00:00,2011-12-07 13:14:00,11,4252,9068.26,United Kingdom,2,366,824.3872727272727,5,5,5,555,Champions,9068.26,11
13969,2010-12-09 19:32:00,2011-12-02 15:11:00,18,4542,9053.94,United Kingdom,7,365,502.9966666666666,5,5,5,555,Champions,9053.94,18
12451,2011-01-19 09:05:00,2011-11-29 08:40:00,5,6575,9035.52,Switzerland,11,325,1807.104,5,4,5,545,Champions,9035.52,5
13488,2010-12-07 13:01:00,2011-11-22 14:41:00,13,4518,8968.31,United Kingdom,17,367,689.87,4,5,5,455,Champions,8968.31,13
13090,2010-12-02 07:48:00,2011-12-01 12:39:00,14,2263,8910.82,United Kingdom,9,373,636.4871428571429,5,5,5,555,Champions,8910.82,14
16033,2010-12-05 10:36:00,2011-12-04 12:44:00,20,3539,8816.4,United Kingdom,6,370,440.82,5,5,5,555,Champions,8816.4,20
17017,2010-12-02 10:17:00,2011-12-07 09:32:00,20,6673,8694.26,United Kingdom,3,373,434.713,5,5,5,555,Champions,8694.26,20
17243,2010-12-05 10:03:00,2011-12-08 13:26:00,26,3370,8676.85,United Kingdom,1,370,333.725,5,5,5,555,Champions,8676.85,26
17306,2010-12-21 13:34:00,2011-11-29 12:14:00,19,11491,8631.31,United Kingdom,11,353,454.2794736842105,5,5,5,555,Champions,8631.31,19
16656,2010-12-10 11:23:00,2011-11-17 14:43:00,15,8894,8625.8,United Kingdom,22,365,575.0533333333333,4,5,5,455,Champions,8625.8,15
14527,2010-12-05 13:17:00,2011-12-07 12:19:00,55,2089,8508.82,United Kingdom,3,369,154.7058181818182,5,5,5,555,Champions,8508.82,55
12683,2010-12-09 10:37:00,2011-12-05 16:31:00,15,4987,8476.57,France,4,366,565.1046666666666,5,5,5,555,Champions,8476.57,15
18139,2011-11-21 14:06:00,2011-11-22 10:44:00,6,5557,8438.34,United Kingdom,18,18,1406.39,4,5,5,455,Champions,8438.34,6
15358,2010-12-09 10:04:00,2011-12-05 09:04:00,22,7050,8347.2,United Kingdom,5,366,379.4181818181818,5,5,5,555,Champions,8347.2,22
16558,2010-12-08 12:01:00,2011-12-09 10:20:00,20,5377,8338.49,United Kingdom,1,367,416.9245,5,5,5,555,Champions,8338.49,20
14056,2011-02-28 15:19:00,2011-12-08 13:36:00,23,4273,8214.65,United Kingdom,1,284,357.1586956521739,5,5,5,555,Champions,8214.65,23
14936,2011-03-09 11:53:00,2011-11-06 10:30:00,8,4085,8137.02,Channel Islands,34,276,1017.1275,3,5,5,355,Loyal Customers,8137.02,8
16672,2011-03-18 10:15:00,2011-12-07 16:29:00,20,2832,8134.94,United Kingdom,2,267,406.747,5,5,5,555,Champions,8134.94,20
13854,2010-12-09 10:48:00,2011-12-01 09:06:00,25,2296,8109.519999999999,United Kingdom,9,366,324.3808,5,5,5,555,Champions,8109.519999999999,25
14952,2010-12-10 12:48:00,2011-10-11 10:33:00,11,3355,8099.49,United Kingdom,60,365,736.3172727272727,3,5,5,355,Loyal Customers,8099.49,11
18109,2010-12-05 10:58:00,2011-12-08 11:36:00,26,4237,8052.97,United Kingdom,2,370,309.7296153846154,5,5,5,555,Champions,8052.97,26
14796,2010-12-08 10:40:00,2011-12-08 15:31:00,17,6025,8022.49,United Kingdom,1,367,471.9111764705882,5,5,5,555,Champions,8022.49,17
12428,2011-03-01 09:33:00,2011-11-14 08:22:00,9,3536,7956.46,Finland,26,284,884.0511111111111,4,5,5,455,Champions,7956.46,9
15290,2010-12-15 16:03:00,2011-12-05 11:39:00,18,4501,7943.22,United Kingdom,5,359,441.29,5,5,5,555,Champions,7943.22,18
14849,2010-12-01 12:22:00,2011-11-18 10:58:00,25,5694,7930.54,United Kingdom,22,374,317.2216,4,5,5,455,Champions,7930.54,25
12757,2011-05-12 19:01:00,2011-11-24 12:30:00,13,2402,7857.1,Portugal,16,211,604.3923076923077,4,5,5,455,Champions,7857.1,13
17811,2011-01-10 10:58:00,2011-12-05 13:46:00,39,4177,7837.73,United Kingdom,4,334,200.9674358974359,5,5,5,555,Champions,7837.73,39
13093,2010-12-01 15:00:00,2011-03-09 12:14:00,8,3961,7832.47,United Kingdom,276,373,979.05875,1,5,5,155,At Risk,7832.47,8
12435,2011-03-17 07:40:00,2011-09-21 09:06:00,2,2055,7829.89,Denmark,80,268,3914.945,2,2,5,225,Hibernating,7829.89,2
13629,2011-01-05 12:09:00,2011-11-16 13:21:00,11,4372,7792.36,United Kingdom,23,339,708.3963636363636,4,5,5,455,Champions,7792.36,11
15044,2010-12-12 14:27:00,2011-11-20 13:20:00,17,2795,7700.23,United Kingdom,19,362,452.954705882353,4,5,5,455,Champions,7700.23,17
15194,2010-12-06 15:00:00,2011-12-06 15:10:00,15,5703,7616.53,United Kingdom,3,368,507.76866666666666,5,5,5,555,Champions,7616.53,15
18172,2011-02-23 10:44:00,2011-11-25 11:12:00,20,3184,7561.68,United Kingdom,15,290,378.084,4,5,5,455,Champions,7561.68,20
13263,2011-01-18 16:31:00,2011-12-08 13:59:00,35,4780,7454.07,United Kingdom,1,325,212.97342857142857,5,5,5,555,Champions,7454.07,35
12474,2011-01-14 10:06:00,2011-11-22 14:39:00,18,4847,7375.79,Germany,17,330,409.7661111111111,4,5,5,455,Champions,7375.79,18
12980,2010-12-16 11:36:00,2011-07-05 09:34:00,9,886,7374.900000000001,United Kingdom,158,359,819.4333333333334,2,5,5,255,At Risk,7374.900000000001,9
15465,2010-12-05 10:12:00,2011-11-20 10:11:00,18,1257,7354.62,United Kingdom,20,370,408.59,4,5,5,455,Champions,7354.62,18
17396,2010-12-03 09:45:00,2011-10-31 14:12:00,8,2005,7330.8,United Kingdom,39,372,916.35,3,5,5,355,Loyal Customers,7330.8,8
12583,2010-12-01 08:45:00,2011-12-07 08:07:00,15,5060,7281.38,France,3,374,485.42533333333336,5,5,5,555,Champions,7281.38,15
13018,2011-02-17 11:05:00,2011-11-23 13:28:00,28,5435,7277.7,United Kingdom,16,296,259.91785714285714,4,5,5,455,Champions,7277.7,28
18229,2010-12-01 16:25:00,2011-11-28 09:48:00,20,2488,7276.900000000001,United Kingdom,12,373,363.845,5,5,5,555,Champions,7276.900000000001,20
16923,2010-12-12 11:06:00,2011-11-27 13:00:00,19,3417,7247.61,United Kingdom,12,363,381.4531578947368,5,5,5,555,Champions,7247.61,19
16729,2011-04-12 14:22:00,2011-11-01 14:29:00,21,5783,7239.92,United Kingdom,38,241,344.7580952380952,3,5,5,355,Loyal Customers,7239.92,21
16745,2011-02-01 11:31:00,2011-09-14 11:58:00,17,6735,7194.3,United Kingdom,87,312,423.1941176470588,2,5,5,255,At Risk,7194.3,17
16873,2010-12-10 15:45:00,2011-12-05 12:05:00,6,3840,7123.62,United Kingdom,5,364,1187.27,5,5,5,555,Champions,7123.62,6
13324,2010-12-14 09:50:00,2011-11-03 16:28:00,10,5205,7121.95,United Kingdom,36,361,712.1949999999999,3,5,5,355,Loyal Customers,7121.95,10
13985,2011-03-20 13:48:00,2011-12-05 17:06:00,15,3445,7060.13,United Kingdom,4,264,470.67533333333336,5,5,5,555,Champions,7060.13,15
14961,2010-12-14 11:38:00,2011-11-29 09:42:00,9,3708,7044.68,United Kingdom,11,361,782.7422222222223,5,5,5,555,Champions,7044.68,9
12766,2010-12-08 13:53:00,2011-12-06 08:46:00,7,3646,6989.63,Portugal,4,366,998.5185714285716,5,5,5,555,Champions,6989.63,7
12798,2011-06-22 10:11:00,2011-11-29 15:52:00,3,5256,6977.04,Japan,10,171,2325.68,5,3,5,535,Potential Loyalists,6977.04,3
12989,2010-12-10 13:24:00,2011-12-06 15:28:00,15,2943,6924.110000000001,United Kingdom,3,364,461.6073333333334,5,5,5,555,Champions,6924.110000000001,15
16713,2010-12-08 13:01:00,2011-11-21 12:36:00,15,4276,6923.13,United Kingdom,19,366,461.542,4,5,5,455,Champions,6923.13,15
13027,2010-12-20 12:45:00,2011-08-18 09:39:00,6,17280,6912.0,United Kingdom,114,355,1152.0,2,5,5,255,At Risk,6912.0,6
16187,2011-02-28 13:34:00,2011-11-08 09:50:00,15,5048,6911.4400000000005,United Kingdom,32,284,460.7626666666667,4,5,5,455,Champions,6911.4400000000005,15
17416,2011-03-03 13:45:00,2011-11-10 12:47:00,7,4302,6893.42,United Kingdom,30,281,984.7742857142856,4,5,5,455,Champions,6893.42,7
12705,2010-12-17 15:58:00,2011-11-24 13:17:00,9,3997,6868.29,Germany,15,357,763.1433333333333,4,5,5,455,Champions,6868.29,9
12476,2010-12-13 14:39:00,2011-11-24 12:40:00,11,2408,6816.42,Germany,16,361,619.6745454545454,4,5,5,455,Champions,6816.42,11
12830,2011-06-21 10:53:00,2011-11-02 11:54:00,6,9848,6814.64,United Kingdom,38,172,1135.7733333333333,3,5,5,355,Loyal Customers,6814.64,6
15023,2010-12-05 13:49:00,2011-12-06 17:23:00,11,2871,6802.76,United Kingdom,3,369,618.4327272727273,5,5,5,555,Champions,6802.76,11
18055,2010-12-05 10:52:00,2011-12-02 14:25:00,10,2455,6784.1900000000005,United Kingdom,7,370,678.4190000000001,5,5,5,555,Champions,6784.1900000000005,10
15601,2010-12-02 10:39:00,2011-11-28 15:15:00,14,4983,6776.56,United Kingdom,11,373,484.04,5,5,5,555,Champions,6776.56,14
16652,2011-03-11 13:13:00,2011-10-12 09:38:00,7,3283,6773.97,United Kingdom,59,273,967.71,3,5,5,355,Loyal Customers,6773.97,7
16532,2011-01-05 12:37:00,2011-11-22 11:08:00,3,2016,6748.8,United Kingdom,18,339,2249.6,4,4,5,445,Champions,6748.8,3
13576,2010-12-01 17:24:00,2011-11-29 15:34:00,18,2646,6717.34,United Kingdom,10,373,373.18555555555554,5,5,5,555,Champions,6717.34,18
16746,2010-12-16 11:43:00,2011-12-05 12:33:00,18,4665,6697.66,United Kingdom,5,359,372.09222222222223,5,5,5,555,Champions,6697.66,18
15249,2011-03-28 12:49:00,2011-11-08 11:45:00,13,3577,6688.46,United Kingdom,32,257,514.496923076923,4,5,5,455,Champions,6688.46,13
